"","method","variate","design","number","RMSE"
"786","random_caret_new","AGB","clusterStrong",89,31.415478080319
"787","random_caret_new","AGB","clusterStrong",90,31.4970888720152
"788","random_caret_new","AGB","clusterStrong",91,32.418882309752
"789","random_caret_new","AGB","clusterStrong",92,26.899105335855
"790","random_caret_new","AGB","clusterStrong",93,27.4685491318991
"791","random_caret_new","AGB","clusterStrong",94,26.8350943678851
"792","random_caret_new","AGB","clusterStrong",95,31.2434848354622
"793","random_caret_new","AGB","clusterStrong",96,31.978111424354
"794","random_caret_new","AGB","clusterStrong",97,31.7400320126337
"795","random_caret_new","AGB","clusterStrong",98,28.5561341137711
"796","random_caret_new","AGB","clusterStrong",99,30.6563916036808
"797","random_caret_new","AGB","clusterStrong",100,28.5702792123941
"798","random_caret_new","AGB","regular",1,32.9818693121359
"799","random_caret_new","AGB","regular",2,31.2460867898016
"800","random_caret_new","AGB","regular",3,30.4174394324479
"801","random_caret_new","AGB","regular",4,33.2840845719662
"802","random_caret_new","AGB","regular",5,32.5492372102615
"803","random_caret_new","AGB","regular",6,34.7272686258178
"804","random_caret_new","AGB","regular",7,32.3447066962837
"805","random_caret_new","AGB","regular",8,30.9218511170677
"806","random_caret_new","AGB","regular",9,31.2209475374406
"807","random_caret_new","AGB","regular",10,32.1446654237388
"808","random_caret_new","AGB","regular",11,29.4263786137281
"809","random_caret_new","AGB","regular",12,31.6192593516442
"810","random_caret_new","AGB","regular",13,33.3135559896597
"811","random_caret_new","AGB","regular",14,30.3094649621413
"812","random_caret_new","AGB","regular",15,31.8693338596511
"813","random_caret_new","AGB","regular",16,30.6466938370262
"814","random_caret_new","AGB","regular",17,33.1076969255258
"815","random_caret_new","AGB","regular",18,34.8438141503279
"816","random_caret_new","AGB","regular",19,33.0283728178956
"817","random_caret_new","AGB","regular",20,30.6082950306274
"818","random_caret_new","AGB","regular",21,31.6786598512182
"819","random_caret_new","AGB","regular",22,30.4654348262958
"820","random_caret_new","AGB","regular",23,32.1353203135093
"821","random_caret_new","AGB","regular",24,30.2432595828534
"822","random_caret_new","AGB","regular",25,30.5577820964938
"823","random_caret_new","AGB","regular",26,31.8770027636128
"824","random_caret_new","AGB","regular",27,34.4835947912217
"825","random_caret_new","AGB","regular",28,32.6909775022315
"826","random_caret_new","AGB","regular",29,33.564311345407
"827","random_caret_new","AGB","regular",30,31.9470315168957
"828","random_caret_new","AGB","regular",31,35.2613145670864
"829","random_caret_new","AGB","regular",32,31.6485322025959
"830","random_caret_new","AGB","regular",33,29.5218310677351
"831","random_caret_new","AGB","regular",34,30.9155772225296
"832","random_caret_new","AGB","regular",35,34.4385192731026
"833","random_caret_new","AGB","regular",36,32.1267740079341
"834","random_caret_new","AGB","regular",37,32.7729459868545
"835","random_caret_new","AGB","regular",38,31.0667522968566
"836","random_caret_new","AGB","regular",39,30.2662152628073
"837","random_caret_new","AGB","regular",40,31.2327139029279
"838","random_caret_new","AGB","regular",41,31.7780438283411
"839","random_caret_new","AGB","regular",42,31.1179172496614
"840","random_caret_new","AGB","regular",43,33.6315407414046
"841","random_caret_new","AGB","regular",44,32.1943651682682
"842","random_caret_new","AGB","regular",45,31.4790563645509
"843","random_caret_new","AGB","regular",46,33.7973402328252
"844","random_caret_new","AGB","regular",47,32.4201789324968
"845","random_caret_new","AGB","regular",48,33.9295236118312
"846","random_caret_new","AGB","regular",49,32.6191688123861
"847","random_caret_new","AGB","regular",50,34.9679248536226
"848","random_caret_new","AGB","regular",51,34.7609409094035
"849","random_caret_new","AGB","regular",52,34.6818914481541
"850","random_caret_new","AGB","regular",53,31.2774688719276
"851","random_caret_new","AGB","regular",54,31.0221545140449
"852","random_caret_new","AGB","regular",55,31.0135977488555
"853","random_caret_new","AGB","regular",56,31.4020818780191
"854","random_caret_new","AGB","regular",57,32.5936673185765
"855","random_caret_new","AGB","regular",58,32.5337388749554
"856","random_caret_new","AGB","regular",59,33.6430107030219
"857","random_caret_new","AGB","regular",60,31.651804466329
"858","random_caret_new","AGB","regular",61,32.0001969320136
"859","random_caret_new","AGB","regular",62,30.9682792019604
"860","random_caret_new","AGB","regular",63,34.2652836758904
"861","random_caret_new","AGB","regular",64,33.5775153905532
"862","random_caret_new","AGB","regular",65,32.1795175697483
"863","random_caret_new","AGB","regular",66,32.1202018424905
"864","random_caret_new","AGB","regular",67,32.1682863373174
"865","random_caret_new","AGB","regular",68,34.129099533679
"866","random_caret_new","AGB","regular",69,31.8554711927125
"867","random_caret_new","AGB","regular",70,33.6568518404605
"868","random_caret_new","AGB","regular",71,32.2111493468408
"869","random_caret_new","AGB","regular",72,32.2502234166138
"870","random_caret_new","AGB","regular",73,30.7721335557842
"871","random_caret_new","AGB","regular",74,31.912884437286
"872","random_caret_new","AGB","regular",75,32.3823034426139
"873","random_caret_new","AGB","regular",76,32.0071769661655
"874","random_caret_new","AGB","regular",77,31.6643128843032
"875","random_caret_new","AGB","regular",78,31.6475116730267
"876","random_caret_new","AGB","regular",79,32.3893983330993
"877","random_caret_new","AGB","regular",80,34.0394645203034
"878","random_caret_new","AGB","regular",81,33.320141810218
"879","random_caret_new","AGB","regular",82,32.3352011067153
"880","random_caret_new","AGB","regular",83,29.9623649582628
"881","random_caret_new","AGB","regular",84,32.252802729073
"882","random_caret_new","AGB","regular",85,31.9965312184321
"883","random_caret_new","AGB","regular",86,32.7049069664282
"884","random_caret_new","AGB","regular",87,31.2357655264505
"885","random_caret_new","AGB","regular",88,32.7162433758377
"886","random_caret_new","AGB","regular",89,31.8511106285278
"887","random_caret_new","AGB","regular",90,31.8804885311873
"888","random_caret_new","AGB","regular",91,29.9013599579933
"889","random_caret_new","AGB","regular",92,30.030227767279
"890","random_caret_new","AGB","regular",93,31.5794397068717
"891","random_caret_new","AGB","regular",94,32.3363411077813
"892","random_caret_new","AGB","regular",95,33.6913445690643
"893","random_caret_new","AGB","regular",96,29.9057605069504
"894","random_caret_new","AGB","regular",97,30.3787179951461
"895","random_caret_new","AGB","regular",98,33.4789111974443
"896","random_caret_new","AGB","regular",99,30.402850825696
"897","random_caret_new","AGB","regular",100,33.7504583281214
"898","random_caret_new","AGB","simpleRandom",1,31.0355388485126
"899","random_caret_new","AGB","simpleRandom",2,30.0249809702591
"900","random_caret_new","AGB","simpleRandom",3,31.3614389003306
"901","random_caret_new","AGB","simpleRandom",4,29.5624615898381
"902","random_caret_new","AGB","simpleRandom",5,33.3605005346957
"903","random_caret_new","AGB","simpleRandom",6,33.0858975435494
"904","random_caret_new","AGB","simpleRandom",7,34.3509596945071
"905","random_caret_new","AGB","simpleRandom",8,31.3893535596938
"906","random_caret_new","AGB","simpleRandom",9,32.9800844789384
"907","random_caret_new","AGB","simpleRandom",10,33.0571005765868
"908","random_caret_new","AGB","simpleRandom",11,30.7862334823218
"909","random_caret_new","AGB","simpleRandom",12,34.0673222965406
"910","random_caret_new","AGB","simpleRandom",13,32.3169187961635
"911","random_caret_new","AGB","simpleRandom",14,31.1886606246011
"912","random_caret_new","AGB","simpleRandom",15,29.9097733062332
"913","random_caret_new","AGB","simpleRandom",16,33.6807404961295
"914","random_caret_new","AGB","simpleRandom",17,31.1367573774866
"915","random_caret_new","AGB","simpleRandom",18,32.7484580134871
"916","random_caret_new","AGB","simpleRandom",19,28.4076981805456
"917","random_caret_new","AGB","simpleRandom",20,31.9909196540165
"918","random_caret_new","AGB","simpleRandom",21,31.7447073491648
"919","random_caret_new","AGB","simpleRandom",22,31.6420040682097
"920","random_caret_new","AGB","simpleRandom",23,33.4614472122881
"921","random_caret_new","AGB","simpleRandom",24,32.4664910748302
"922","random_caret_new","AGB","simpleRandom",25,30.1072789218695
"923","random_caret_new","AGB","simpleRandom",26,30.9949117971459
"924","random_caret_new","AGB","simpleRandom",27,31.9783661036134
"925","random_caret_new","AGB","simpleRandom",28,34.4112219989655
"926","random_caret_new","AGB","simpleRandom",29,31.4084046280029
"927","random_caret_new","AGB","simpleRandom",30,30.8002966207016
"928","random_caret_new","AGB","simpleRandom",31,31.0496204229839
"929","random_caret_new","AGB","simpleRandom",32,29.6813250939013
"930","random_caret_new","AGB","simpleRandom",33,30.3009748583088
"931","random_caret_new","AGB","simpleRandom",34,29.3753411604
"932","random_caret_new","AGB","simpleRandom",35,33.6467319398416
"933","random_caret_new","AGB","simpleRandom",36,31.3362254718169
"934","random_caret_new","AGB","simpleRandom",37,31.1226042500805
"935","random_caret_new","AGB","simpleRandom",38,32.0133609576676
"936","random_caret_new","AGB","simpleRandom",39,27.5207735165051
"937","random_caret_new","AGB","simpleRandom",40,33.6189317350372
"938","random_caret_new","AGB","simpleRandom",41,30.0875688970266
"939","random_caret_new","AGB","simpleRandom",42,33.9853529059325
"940","random_caret_new","AGB","simpleRandom",43,31.1350117234165
"941","random_caret_new","AGB","simpleRandom",44,30.4273023387147
"942","random_caret_new","AGB","simpleRandom",45,31.5255584769024
"943","random_caret_new","AGB","simpleRandom",46,31.0276395945788
"944","random_caret_new","AGB","simpleRandom",47,31.7701526154523
"945","random_caret_new","AGB","simpleRandom",48,31.5498688325316
"946","random_caret_new","AGB","simpleRandom",49,31.8477519921426
"947","random_caret_new","AGB","simpleRandom",50,34.7517644430529
"948","random_caret_new","AGB","simpleRandom",51,29.0081093169562
"949","random_caret_new","AGB","simpleRandom",52,32.7907230017083
"950","random_caret_new","AGB","simpleRandom",53,29.4504704160096
"951","random_caret_new","AGB","simpleRandom",54,31.0034918357405
"952","random_caret_new","AGB","simpleRandom",55,32.3396989988446
"953","random_caret_new","AGB","simpleRandom",56,31.4547076580376
"954","random_caret_new","AGB","simpleRandom",57,32.0596108001766
"955","random_caret_new","AGB","simpleRandom",58,31.7513121264942
"956","random_caret_new","AGB","simpleRandom",59,31.5211827441923
"957","random_caret_new","AGB","simpleRandom",60,32.3174773621105
"958","random_caret_new","AGB","simpleRandom",61,34.6455037437594
"959","random_caret_new","AGB","simpleRandom",62,30.552842275853
"960","random_caret_new","AGB","simpleRandom",63,29.3519313438741
"961","random_caret_new","AGB","simpleRandom",64,32.4539060817112
"962","random_caret_new","AGB","simpleRandom",65,32.2472190455807
"963","random_caret_new","AGB","simpleRandom",66,31.1192361160723
"964","random_caret_new","AGB","simpleRandom",67,32.9530364333028
"965","random_caret_new","AGB","simpleRandom",68,30.5956530156348
"966","random_caret_new","AGB","simpleRandom",69,30.0355601026164
"967","random_caret_new","AGB","simpleRandom",70,29.8606187839482
"968","random_caret_new","AGB","simpleRandom",71,31.2044905441579
"969","random_caret_new","AGB","simpleRandom",72,32.6466916920761
"970","random_caret_new","AGB","simpleRandom",73,32.5295075273048
"971","random_caret_new","AGB","simpleRandom",74,32.6109533909198
"972","random_caret_new","AGB","simpleRandom",75,31.382391410968
"973","random_caret_new","AGB","simpleRandom",76,31.3427796660786
"974","random_caret_new","AGB","simpleRandom",77,31.6735112227657
"975","random_caret_new","AGB","simpleRandom",78,33.9621458058214
"976","random_caret_new","AGB","simpleRandom",79,31.1976799190485
"977","random_caret_new","AGB","simpleRandom",80,31.3685054989239
"978","random_caret_new","AGB","simpleRandom",81,31.3214327228833
"979","random_caret_new","AGB","simpleRandom",82,31.617562102165
"980","random_caret_new","AGB","simpleRandom",83,33.0671764223737
"981","random_caret_new","AGB","simpleRandom",84,32.0398689873741
"982","random_caret_new","AGB","simpleRandom",85,31.2478878225121
"983","random_caret_new","AGB","simpleRandom",86,31.1811449931968
"984","random_caret_new","AGB","simpleRandom",87,31.3825005722954
"985","random_caret_new","AGB","simpleRandom",88,33.1978867018895
"986","random_caret_new","AGB","simpleRandom",89,32.027319347669
"987","random_caret_new","AGB","simpleRandom",90,30.4526795207836
"988","random_caret_new","AGB","simpleRandom",91,32.9132965998972
"989","random_caret_new","AGB","simpleRandom",92,30.8430227756701
"990","random_caret_new","AGB","simpleRandom",93,30.8592228182113
"991","random_caret_new","AGB","simpleRandom",94,30.8892854531055
"992","random_caret_new","AGB","simpleRandom",95,31.78786442062
"993","random_caret_new","AGB","simpleRandom",96,31.9464790013889
"994","random_caret_new","AGB","simpleRandom",97,31.4924486352232
"995","random_caret_new","AGB","simpleRandom",98,30.7043823540127
"996","random_caret_new","AGB","simpleRandom",99,31.8612693046013
"997","random_caret_new","AGB","simpleRandom",100,30.4007245548453
"998","random_caret_new","OCS","clusterGapped",1,5.58205887711866
"999","random_caret_new","OCS","clusterGapped",2,6.53103181639448
"1000","random_caret_new","OCS","clusterGapped",3,6.41309483750998
"1001","random_caret_new","OCS","clusterGapped",4,7.10244522019673
"1002","random_caret_new","OCS","clusterGapped",5,5.61691478389552
"1003","random_caret_new","OCS","clusterGapped",6,6.37127209260662
"1004","random_caret_new","OCS","clusterGapped",7,5.84694194213795
"1005","random_caret_new","OCS","clusterGapped",8,6.04732651880457
"1006","random_caret_new","OCS","clusterGapped",9,5.74118508967072
"1007","random_caret_new","OCS","clusterGapped",10,6.472194777986
"1008","random_caret_new","OCS","clusterGapped",11,6.57505524936152
"1009","random_caret_new","OCS","clusterGapped",12,6.30815963309661
"1010","random_caret_new","OCS","clusterGapped",13,6.26971717368179
"1011","random_caret_new","OCS","clusterGapped",14,6.33600162808172
"1012","random_caret_new","OCS","clusterGapped",15,6.09985269010162
"1013","random_caret_new","OCS","clusterGapped",16,5.65576464483447
"1014","random_caret_new","OCS","clusterGapped",17,6.80737405594072
"1015","random_caret_new","OCS","clusterGapped",18,6.55615322009382
"1016","random_caret_new","OCS","clusterGapped",19,6.37126151717608
"1017","random_caret_new","OCS","clusterGapped",20,6.4673864003767
"1018","random_caret_new","OCS","clusterGapped",21,6.89984995519915
"1019","random_caret_new","OCS","clusterGapped",22,6.32642192129683
"1020","random_caret_new","OCS","clusterGapped",23,5.85252054821075
"1021","random_caret_new","OCS","clusterGapped",24,6.35166499183242
"1022","random_caret_new","OCS","clusterGapped",25,6.06878783027454
"1023","random_caret_new","OCS","clusterGapped",26,6.31326664591486
"1024","random_caret_new","OCS","clusterGapped",27,5.67112296146863
"1025","random_caret_new","OCS","clusterGapped",28,5.83769478948872
"1026","random_caret_new","OCS","clusterGapped",29,6.41790244884646
"1027","random_caret_new","OCS","clusterGapped",30,6.22568222573719
"1028","random_caret_new","OCS","clusterGapped",31,6.18040762236369
"1029","random_caret_new","OCS","clusterGapped",32,6.27889572485356
"1030","random_caret_new","OCS","clusterGapped",33,6.78769997917453
"1031","random_caret_new","OCS","clusterGapped",34,6.40139305403616
"1032","random_caret_new","OCS","clusterGapped",35,5.80936047994556
"1033","random_caret_new","OCS","clusterGapped",36,6.05633337370134
"1034","random_caret_new","OCS","clusterGapped",37,5.82994453802582
"1035","random_caret_new","OCS","clusterGapped",38,6.22007699433115
"1036","random_caret_new","OCS","clusterGapped",39,6.01454239713487
"1037","random_caret_new","OCS","clusterGapped",40,5.94674853851491
"1038","random_caret_new","OCS","clusterGapped",41,6.54310661396331
"1039","random_caret_new","OCS","clusterGapped",42,6.9248782226191
"1040","random_caret_new","OCS","clusterGapped",43,5.59244511148474
"1041","random_caret_new","OCS","clusterGapped",44,5.41589511293919
"1042","random_caret_new","OCS","clusterGapped",45,6.01190541027181
"1043","random_caret_new","OCS","clusterGapped",46,6.03804455888336
"1044","random_caret_new","OCS","clusterGapped",47,6.46284583782252
"1045","random_caret_new","OCS","clusterGapped",48,6.4510684623782
"1046","random_caret_new","OCS","clusterGapped",49,6.4430367830044
"1047","random_caret_new","OCS","clusterGapped",50,6.37502190892122
"1048","random_caret_new","OCS","clusterGapped",51,6.43030329088242
"1049","random_caret_new","OCS","clusterGapped",52,6.36705643454802
"1050","random_caret_new","OCS","clusterGapped",53,6.80763521500841
"1051","random_caret_new","OCS","clusterGapped",54,5.77590591184649
"1052","random_caret_new","OCS","clusterGapped",55,5.56720170468161
"1053","random_caret_new","OCS","clusterGapped",56,5.25647875877554
"1054","random_caret_new","OCS","clusterGapped",57,5.77868446135692
"1055","random_caret_new","OCS","clusterGapped",58,5.38769856136281
"1056","random_caret_new","OCS","clusterGapped",59,5.91489361998125
"1057","random_caret_new","OCS","clusterGapped",60,6.27337357565303
"1058","random_caret_new","OCS","clusterGapped",61,5.75833982277228
"1059","random_caret_new","OCS","clusterGapped",62,5.59401164124005
"1060","random_caret_new","OCS","clusterGapped",63,6.36412592526501
"1061","random_caret_new","OCS","clusterGapped",64,6.39704481943418
"1062","random_caret_new","OCS","clusterGapped",65,5.48030669132786
"1063","random_caret_new","OCS","clusterGapped",66,6.05612101216151
"1064","random_caret_new","OCS","clusterGapped",67,5.65000087046265
"1065","random_caret_new","OCS","clusterGapped",68,6.23935783029174
"1066","random_caret_new","OCS","clusterGapped",69,5.67398968915524
"1067","random_caret_new","OCS","clusterGapped",70,6.55921066170823
"1068","random_caret_new","OCS","clusterGapped",71,6.54320496877668
"1069","random_caret_new","OCS","clusterGapped",72,5.5452088498392
"1070","random_caret_new","OCS","clusterGapped",73,6.24684955220924
"1071","random_caret_new","OCS","clusterGapped",74,6.43537528102253
"1072","random_caret_new","OCS","clusterGapped",75,5.89830456082129
"1073","random_caret_new","OCS","clusterGapped",76,5.64335874886175
"1074","random_caret_new","OCS","clusterGapped",77,6.58165141431973
"1075","random_caret_new","OCS","clusterGapped",78,5.59354956562275
"1076","random_caret_new","OCS","clusterGapped",79,5.53256168323757
"1077","random_caret_new","OCS","clusterGapped",80,6.85458105703955
"1078","random_caret_new","OCS","clusterGapped",81,6.56534995271809
"1079","random_caret_new","OCS","clusterGapped",82,6.57330122359967
"1080","random_caret_new","OCS","clusterGapped",83,6.58502870560345
"1081","random_caret_new","OCS","clusterGapped",84,5.74257473251992
"1082","random_caret_new","OCS","clusterGapped",85,6.02100835903831
"1083","random_caret_new","OCS","clusterGapped",86,7.03274155124084
"1084","random_caret_new","OCS","clusterGapped",87,5.71100926183873
"1085","random_caret_new","OCS","clusterGapped",88,6.11821968452562
"1086","random_caret_new","OCS","clusterGapped",89,6.90724154126122
"1087","random_caret_new","OCS","clusterGapped",90,5.81945619683063
"1088","random_caret_new","OCS","clusterGapped",91,5.56697243768926
"1089","random_caret_new","OCS","clusterGapped",92,5.89463827155641
"1090","random_caret_new","OCS","clusterGapped",93,5.22920205461789
"1091","random_caret_new","OCS","clusterGapped",94,6.16574633086842
"1092","random_caret_new","OCS","clusterGapped",95,6.35726698717838
"1093","random_caret_new","OCS","clusterGapped",96,6.58011857083128
"1094","random_caret_new","OCS","clusterGapped",97,6.77777285496663
"1095","random_caret_new","OCS","clusterGapped",98,6.27706275505717
"1096","random_caret_new","OCS","clusterGapped",99,6.17530163047171
"1097","random_caret_new","OCS","clusterGapped",100,6.3118151168154
"1098","random_caret_new","OCS","clusterMedium",1,7.68409234170832
"1099","random_caret_new","OCS","clusterMedium",2,7.12319557219568
"1100","random_caret_new","OCS","clusterMedium",3,7.24002076490495
"1101","random_caret_new","OCS","clusterMedium",4,6.86812229174113
"1102","random_caret_new","OCS","clusterMedium",5,7.49785299375319
"1103","random_caret_new","OCS","clusterMedium",6,7.58952907346258
"1104","random_caret_new","OCS","clusterMedium",7,7.37701865458075
"1105","random_caret_new","OCS","clusterMedium",8,7.5517181063263
"1106","random_caret_new","OCS","clusterMedium",9,7.586798258289
"1107","random_caret_new","OCS","clusterMedium",10,7.60680958386073
"1108","random_caret_new","OCS","clusterMedium",11,7.28539507270427
"1109","random_caret_new","OCS","clusterMedium",12,6.78773017488841
"1110","random_caret_new","OCS","clusterMedium",13,7.44603281768383
"1111","random_caret_new","OCS","clusterMedium",14,7.33707993740032
"1112","random_caret_new","OCS","clusterMedium",15,7.79480822872441
"1113","random_caret_new","OCS","clusterMedium",16,6.80198427337827
"1114","random_caret_new","OCS","clusterMedium",17,7.42715474818774
"1115","random_caret_new","OCS","clusterMedium",18,7.81199537849182
"1116","random_caret_new","OCS","clusterMedium",19,7.00083579271611
"1117","random_caret_new","OCS","clusterMedium",20,7.48015110036906
"1118","random_caret_new","OCS","clusterMedium",21,7.23992489123592
"1119","random_caret_new","OCS","clusterMedium",22,8.03534823855784
"1120","random_caret_new","OCS","clusterMedium",23,7.24507946541158
"1121","random_caret_new","OCS","clusterMedium",24,7.0462044442322
"1122","random_caret_new","OCS","clusterMedium",25,7.08069088414069
"1123","random_caret_new","OCS","clusterMedium",26,6.94789431132202
"1124","random_caret_new","OCS","clusterMedium",27,6.96075927459166
"1125","random_caret_new","OCS","clusterMedium",28,7.91221429076377
"1126","random_caret_new","OCS","clusterMedium",29,7.5920704388927
"1127","random_caret_new","OCS","clusterMedium",30,7.32327862001119
"1128","random_caret_new","OCS","clusterMedium",31,7.3480711208047
"1129","random_caret_new","OCS","clusterMedium",32,7.32105555476904
"1130","random_caret_new","OCS","clusterMedium",33,8.09574664794211
"1131","random_caret_new","OCS","clusterMedium",34,7.39740768310953
"1132","random_caret_new","OCS","clusterMedium",35,7.27127914460718
"1133","random_caret_new","OCS","clusterMedium",36,7.76615465686311
"1134","random_caret_new","OCS","clusterMedium",37,6.52732096510215
"1135","random_caret_new","OCS","clusterMedium",38,6.95480596256824
"1136","random_caret_new","OCS","clusterMedium",39,7.89517779509962
"1137","random_caret_new","OCS","clusterMedium",40,6.7882873617908
"1138","random_caret_new","OCS","clusterMedium",41,7.54326106857266
"1139","random_caret_new","OCS","clusterMedium",42,7.44159722379264
"1140","random_caret_new","OCS","clusterMedium",43,8.01575354675721
"1141","random_caret_new","OCS","clusterMedium",44,7.0606487326956
"1142","random_caret_new","OCS","clusterMedium",45,6.76076684891062
"1143","random_caret_new","OCS","clusterMedium",46,7.28052302655556
"1144","random_caret_new","OCS","clusterMedium",47,7.74421673919524
"1145","random_caret_new","OCS","clusterMedium",48,7.36186977156932
"1146","random_caret_new","OCS","clusterMedium",49,7.55238981119907
"1147","random_caret_new","OCS","clusterMedium",50,6.97683471742455
"1148","random_caret_new","OCS","clusterMedium",51,7.31455223366351
"1149","random_caret_new","OCS","clusterMedium",52,7.73168474244692
"1150","random_caret_new","OCS","clusterMedium",53,7.44135602678464
"1151","random_caret_new","OCS","clusterMedium",54,6.98435904585737
"1152","random_caret_new","OCS","clusterMedium",55,7.54766936563291
"1153","random_caret_new","OCS","clusterMedium",56,6.95509176210814
"1154","random_caret_new","OCS","clusterMedium",57,7.19301580896044
"1155","random_caret_new","OCS","clusterMedium",58,7.60080981922412
"1156","random_caret_new","OCS","clusterMedium",59,7.17975351556166
"1157","random_caret_new","OCS","clusterMedium",60,7.4280277326449
"1158","random_caret_new","OCS","clusterMedium",61,7.67144604496496
"1159","random_caret_new","OCS","clusterMedium",62,7.30394430395229
"1160","random_caret_new","OCS","clusterMedium",63,7.46474748451826
"1161","random_caret_new","OCS","clusterMedium",64,7.76664853919726
"1162","random_caret_new","OCS","clusterMedium",65,8.01804887868229
"1163","random_caret_new","OCS","clusterMedium",66,7.64942358097692
"1164","random_caret_new","OCS","clusterMedium",67,7.24374133229397
"1165","random_caret_new","OCS","clusterMedium",68,7.39870877596898
"1166","random_caret_new","OCS","clusterMedium",69,7.01412834448177
"1167","random_caret_new","OCS","clusterMedium",70,7.05425530023893
"1168","random_caret_new","OCS","clusterMedium",71,6.67252416905014
"1169","random_caret_new","OCS","clusterMedium",72,6.82340951892817
"1170","random_caret_new","OCS","clusterMedium",73,7.13051096851182
"1171","random_caret_new","OCS","clusterMedium",74,7.33280269527689
"1172","random_caret_new","OCS","clusterMedium",75,7.98760634569808
"1173","random_caret_new","OCS","clusterMedium",76,7.75210082063879
"1174","random_caret_new","OCS","clusterMedium",77,6.87686779856752
"1175","random_caret_new","OCS","clusterMedium",78,7.31760990024896
"1176","random_caret_new","OCS","clusterMedium",79,7.59801233867046
"1177","random_caret_new","OCS","clusterMedium",80,7.47729027014392
"1178","random_caret_new","OCS","clusterMedium",81,7.11864285083142
"1179","random_caret_new","OCS","clusterMedium",82,7.3338966431387
"1180","random_caret_new","OCS","clusterMedium",83,7.19880642841323
"1181","random_caret_new","OCS","clusterMedium",84,7.5787453448269
"1182","random_caret_new","OCS","clusterMedium",85,6.67180511784052
"1183","random_caret_new","OCS","clusterMedium",86,7.54196916563917
"1184","random_caret_new","OCS","clusterMedium",87,7.72964145103142
"1185","random_caret_new","OCS","clusterMedium",88,7.06520018113486
"1186","random_caret_new","OCS","clusterMedium",89,7.05483918063406
"1187","random_caret_new","OCS","clusterMedium",90,7.31075442013518
"1188","random_caret_new","OCS","clusterMedium",91,7.41740950211266
"1189","random_caret_new","OCS","clusterMedium",92,7.49942049977796
"1190","random_caret_new","OCS","clusterMedium",93,7.15635832224156
"1191","random_caret_new","OCS","clusterMedium",94,7.05325665195854
"1192","random_caret_new","OCS","clusterMedium",95,7.49634380663117
"1193","random_caret_new","OCS","clusterMedium",96,6.99657779725239
"1194","random_caret_new","OCS","clusterMedium",97,7.43992180640458
"1195","random_caret_new","OCS","clusterMedium",98,7.19789161234611
"1196","random_caret_new","OCS","clusterMedium",99,7.49686308578344
"1197","random_caret_new","OCS","clusterMedium",100,7.4945612015089
"1198","random_caret_new","OCS","clusterStrong",1,6.695799263832
"1199","random_caret_new","OCS","clusterStrong",2,7.92446090845577
"1200","random_caret_new","OCS","clusterStrong",3,6.21893966255616
"1201","random_caret_new","OCS","clusterStrong",4,6.2201023412301
"1202","random_caret_new","OCS","clusterStrong",5,6.1949548592011
"1203","random_caret_new","OCS","clusterStrong",6,6.81888954247103
"1204","random_caret_new","OCS","clusterStrong",7,6.17156083706844
"1205","random_caret_new","OCS","clusterStrong",8,6.69159939830262
"1206","random_caret_new","OCS","clusterStrong",9,6.18060240057708
"1207","random_caret_new","OCS","clusterStrong",10,6.14888471360698
"1208","random_caret_new","OCS","clusterStrong",11,6.31137109100447
"1209","random_caret_new","OCS","clusterStrong",12,5.57068951891136
"1210","random_caret_new","OCS","clusterStrong",13,6.4532730801885
"1211","random_caret_new","OCS","clusterStrong",14,6.04476997461648
"1212","random_caret_new","OCS","clusterStrong",15,6.1174208684499
"1213","random_caret_new","OCS","clusterStrong",16,7.89340557726786
"1214","random_caret_new","OCS","clusterStrong",17,6.0431136792539
"1215","random_caret_new","OCS","clusterStrong",18,5.98781918976525
"1216","random_caret_new","OCS","clusterStrong",19,5.8407843268937
"1217","random_caret_new","OCS","clusterStrong",20,6.97309197033397
"1218","random_caret_new","OCS","clusterStrong",21,8.16002930621473
"1219","random_caret_new","OCS","clusterStrong",22,7.58458101805292
"1220","random_caret_new","OCS","clusterStrong",23,6.43168223413353
"1221","random_caret_new","OCS","clusterStrong",24,6.41190706590112
"1222","random_caret_new","OCS","clusterStrong",25,6.39650883020704
"1223","random_caret_new","OCS","clusterStrong",26,7.2118251920027
"1224","random_caret_new","OCS","clusterStrong",27,6.79285398948782
"1225","random_caret_new","OCS","clusterStrong",28,5.32631394930045
"1226","random_caret_new","OCS","clusterStrong",29,6.51238124606919
"1227","random_caret_new","OCS","clusterStrong",30,5.74423714720199
"1228","random_caret_new","OCS","clusterStrong",31,6.90531825399577
"1229","random_caret_new","OCS","clusterStrong",32,6.46325034097268
"1230","random_caret_new","OCS","clusterStrong",33,6.02061008836207
"1231","random_caret_new","OCS","clusterStrong",34,7.57631433248879
"1232","random_caret_new","OCS","clusterStrong",35,6.22719455674724
"1233","random_caret_new","OCS","clusterStrong",36,6.76717358574676
"1234","random_caret_new","OCS","clusterStrong",37,5.54282215789777
"1235","random_caret_new","OCS","clusterStrong",38,6.90183620457876
"1236","random_caret_new","OCS","clusterStrong",39,6.86205738012621
"1237","random_caret_new","OCS","clusterStrong",40,5.98306845601381
"1238","random_caret_new","OCS","clusterStrong",41,5.98872059286526
"1239","random_caret_new","OCS","clusterStrong",42,6.27680656408543
"1240","random_caret_new","OCS","clusterStrong",43,6.10078225260848
"1241","random_caret_new","OCS","clusterStrong",44,5.6973754203658
