"","method","variate","design","number","RMSE"
"2034","spatial","OCS","clusterGapped",37,9.49920781214083
"2035","spatial","OCS","clusterGapped",38,9.5864135187425
"2036","spatial","OCS","clusterGapped",39,9.35301591768241
"2037","spatial","OCS","clusterGapped",40,9.85014737483748
"2038","spatial","OCS","clusterGapped",41,10.3243480245192
"2039","spatial","OCS","clusterGapped",42,12.2221662341266
"2040","spatial","OCS","clusterGapped",43,11.5023373167831
"2041","spatial","OCS","clusterGapped",44,8.20702229660239
"2042","spatial","OCS","clusterGapped",45,8.67682132232751
"2043","spatial","OCS","clusterGapped",46,9.14739815774626
"2044","spatial","OCS","clusterGapped",47,9.0141724141351
"2045","spatial","OCS","clusterGapped",48,9.46167936542702
"2046","spatial","OCS","clusterGapped",49,9.38286033701477
"2047","spatial","OCS","clusterGapped",50,9.01856220742752
"2048","spatial","OCS","clusterGapped",51,10.349693913999
"2049","spatial","OCS","clusterGapped",52,9.69567077934685
"2050","spatial","OCS","clusterGapped",53,9.74621524590269
"2051","spatial","OCS","clusterGapped",54,9.06398644903269
"2052","spatial","OCS","clusterGapped",55,9.66755740241639
"2053","spatial","OCS","clusterGapped",56,9.43614256378553
"2054","spatial","OCS","clusterGapped",57,8.77858555982372
"2055","spatial","OCS","clusterGapped",58,9.51766581220663
"2056","spatial","OCS","clusterGapped",59,9.96925434451839
"2057","spatial","OCS","clusterGapped",60,10.7665317641861
"2058","spatial","OCS","clusterGapped",61,9.83328506555165
"2059","spatial","OCS","clusterGapped",62,8.87536662498138
"2060","spatial","OCS","clusterGapped",63,9.85612782372376
"2061","spatial","OCS","clusterGapped",64,9.02720504609235
"2062","spatial","OCS","clusterGapped",65,7.78414326178837
"2063","spatial","OCS","clusterGapped",66,10.8401416956473
"2064","spatial","OCS","clusterGapped",67,10.0874509303093
"2065","spatial","OCS","clusterGapped",68,9.99219875114232
"2066","spatial","OCS","clusterGapped",69,9.57543395780454
"2067","spatial","OCS","clusterGapped",70,9.69022147079645
"2068","spatial","OCS","clusterGapped",71,10.5734418771154
"2069","spatial","OCS","clusterGapped",72,9.42464974877273
"2070","spatial","OCS","clusterGapped",73,9.71914651395628
"2071","spatial","OCS","clusterGapped",74,11.7949861742487
"2072","spatial","OCS","clusterGapped",75,8.7970374712655
"2073","spatial","OCS","clusterGapped",76,8.59278611619596
"2074","spatial","OCS","clusterGapped",77,9.55669792793496
"2075","spatial","OCS","clusterGapped",78,10.6981236775775
"2076","spatial","OCS","clusterGapped",79,8.62682165697222
"2077","spatial","OCS","clusterGapped",80,10.5076302837839
"2078","spatial","OCS","clusterGapped",81,9.66913834671853
"2079","spatial","OCS","clusterGapped",82,9.6956496757849
"2080","spatial","OCS","clusterGapped",83,10.0232221602462
"2081","spatial","OCS","clusterGapped",84,9.03146267684954
"2082","spatial","OCS","clusterGapped",85,10.9390785580696
"2083","spatial","OCS","clusterGapped",86,9.48819123536552
"2084","spatial","OCS","clusterGapped",87,9.86463507624784
"2085","spatial","OCS","clusterGapped",88,8.54321577551297
"2086","spatial","OCS","clusterGapped",89,11.0911428716313
"2087","spatial","OCS","clusterGapped",90,10.6935878365383
"2088","spatial","OCS","clusterGapped",91,8.24422113474746
"2089","spatial","OCS","clusterGapped",92,8.98450904405082
"2090","spatial","OCS","clusterGapped",93,10.5731480195987
"2091","spatial","OCS","clusterGapped",94,10.8087547180262
"2092","spatial","OCS","clusterGapped",95,9.56660119501676
"2093","spatial","OCS","clusterGapped",96,9.53146435918312
"2094","spatial","OCS","clusterGapped",97,9.47314475140386
"2095","spatial","OCS","clusterGapped",98,9.80834601636974
"2096","spatial","OCS","clusterGapped",99,9.68997351981068
"2097","spatial","OCS","clusterGapped",100,10.3450198419066
"2098","spatial","OCS","clusterMedium",1,8.98989654844348
"2099","spatial","OCS","clusterMedium",2,7.81012984881815
"2100","spatial","OCS","clusterMedium",3,8.293550841091
"2101","spatial","OCS","clusterMedium",4,8.75347103192984
"2102","spatial","OCS","clusterMedium",5,8.40908233859939
"2103","spatial","OCS","clusterMedium",6,8.76073273045863
"2104","spatial","OCS","clusterMedium",7,8.73771145754167
"2105","spatial","OCS","clusterMedium",8,8.25119240425712
"2106","spatial","OCS","clusterMedium",9,9.0717661695688
"2107","spatial","OCS","clusterMedium",10,8.74882737785065
"2108","spatial","OCS","clusterMedium",11,8.20400489338994
"2109","spatial","OCS","clusterMedium",12,7.8837551500883
"2110","spatial","OCS","clusterMedium",13,9.08396004240583
"2111","spatial","OCS","clusterMedium",14,9.09192377856376
"2112","spatial","OCS","clusterMedium",15,8.96809199316654
"2113","spatial","OCS","clusterMedium",16,7.73024637151895
"2114","spatial","OCS","clusterMedium",17,8.51037056677334
"2115","spatial","OCS","clusterMedium",18,9.56773509695155
"2116","spatial","OCS","clusterMedium",19,8.12934093807283
"2117","spatial","OCS","clusterMedium",20,8.51514748687232
"2118","spatial","OCS","clusterMedium",21,8.27602966847186
"2119","spatial","OCS","clusterMedium",22,9.30452703391637
"2120","spatial","OCS","clusterMedium",23,8.60508548510574
"2121","spatial","OCS","clusterMedium",24,8.57968753740164
"2122","spatial","OCS","clusterMedium",25,8.28821379297098
"2123","spatial","OCS","clusterMedium",26,8.32070210899738
"2124","spatial","OCS","clusterMedium",27,8.06618236036984
"2125","spatial","OCS","clusterMedium",28,8.91440412614093
"2126","spatial","OCS","clusterMedium",29,9.04615015191181
"2127","spatial","OCS","clusterMedium",30,8.42083902292229
"2128","spatial","OCS","clusterMedium",31,8.67214006740842
"2129","spatial","OCS","clusterMedium",32,8.65969296694934
"2130","spatial","OCS","clusterMedium",33,9.68199120739938
"2131","spatial","OCS","clusterMedium",34,8.86814800541014
"2132","spatial","OCS","clusterMedium",35,8.46805433579426
"2133","spatial","OCS","clusterMedium",36,8.97049020171607
"2134","spatial","OCS","clusterMedium",37,7.33577363684029
"2135","spatial","OCS","clusterMedium",38,8.6501342608992
"2136","spatial","OCS","clusterMedium",39,8.5655301896131
"2137","spatial","OCS","clusterMedium",40,8.52817033188726
"2138","spatial","OCS","clusterMedium",41,9.0928369366489
"2139","spatial","OCS","clusterMedium",42,8.51735560973085
"2140","spatial","OCS","clusterMedium",43,9.70251927147936
"2141","spatial","OCS","clusterMedium",44,8.41627650590091
"2142","spatial","OCS","clusterMedium",45,7.87724990447431
"2143","spatial","OCS","clusterMedium",46,8.56561254573292
"2144","spatial","OCS","clusterMedium",47,9.27826597530377
"2145","spatial","OCS","clusterMedium",48,9.12193663067647
"2146","spatial","OCS","clusterMedium",49,9.51590194024905
"2147","spatial","OCS","clusterMedium",50,8.31987911911412
"2148","spatial","OCS","clusterMedium",51,8.08749256819177
"2149","spatial","OCS","clusterMedium",52,8.86171489200208
"2150","spatial","OCS","clusterMedium",53,9.02369464170545
"2151","spatial","OCS","clusterMedium",54,8.13093195703102
"2152","spatial","OCS","clusterMedium",55,9.41834449685846
"2153","spatial","OCS","clusterMedium",56,7.71218676446892
"2154","spatial","OCS","clusterMedium",57,8.12402379562154
"2155","spatial","OCS","clusterMedium",58,9.05600520952037
"2156","spatial","OCS","clusterMedium",59,8.50328199929442
"2157","spatial","OCS","clusterMedium",60,8.79400473446295
"2158","spatial","OCS","clusterMedium",61,9.09067473677512
"2159","spatial","OCS","clusterMedium",62,8.53904698369082
"2160","spatial","OCS","clusterMedium",63,8.54026970838722
"2161","spatial","OCS","clusterMedium",64,9.85367510207033
"2162","spatial","OCS","clusterMedium",65,9.19718394493935
"2163","spatial","OCS","clusterMedium",66,9.18132659617855
"2164","spatial","OCS","clusterMedium",67,8.63167891389426
"2165","spatial","OCS","clusterMedium",68,8.32338978514474
"2166","spatial","OCS","clusterMedium",69,8.11987022268628
"2167","spatial","OCS","clusterMedium",70,8.17009925173813
"2168","spatial","OCS","clusterMedium",71,7.77416428967233
"2169","spatial","OCS","clusterMedium",72,8.34214462803967
"2170","spatial","OCS","clusterMedium",73,8.19722917787283
"2171","spatial","OCS","clusterMedium",74,8.93830776571878
"2172","spatial","OCS","clusterMedium",75,9.68416410909415
"2173","spatial","OCS","clusterMedium",76,8.94587497917754
"2174","spatial","OCS","clusterMedium",77,7.97107002418324
"2175","spatial","OCS","clusterMedium",78,8.69857904860798
"2176","spatial","OCS","clusterMedium",79,8.72430065338829
"2177","spatial","OCS","clusterMedium",80,9.03772281453485
"2178","spatial","OCS","clusterMedium",81,8.24577030025924
"2179","spatial","OCS","clusterMedium",82,8.2698364212915
"2180","spatial","OCS","clusterMedium",83,8.73436476088499
"2181","spatial","OCS","clusterMedium",84,9.00828854799259
"2182","spatial","OCS","clusterMedium",85,7.42482656679704
"2183","spatial","OCS","clusterMedium",86,9.09683846653968
"2184","spatial","OCS","clusterMedium",87,9.30376593389553
"2185","spatial","OCS","clusterMedium",88,8.58954483237519
"2186","spatial","OCS","clusterMedium",89,8.2042395629923
"2187","spatial","OCS","clusterMedium",90,8.34620067970734
"2188","spatial","OCS","clusterMedium",91,8.59150412207475
"2189","spatial","OCS","clusterMedium",92,8.76445582954215
"2190","spatial","OCS","clusterMedium",93,8.86008815793664
"2191","spatial","OCS","clusterMedium",94,8.1267177612564
"2192","spatial","OCS","clusterMedium",95,9.21960917240685
"2193","spatial","OCS","clusterMedium",96,8.80847183663533
"2194","spatial","OCS","clusterMedium",97,8.34952427018829
"2195","spatial","OCS","clusterMedium",98,8.11722067283882
"2196","spatial","OCS","clusterMedium",99,8.84426948275963
"2197","spatial","OCS","clusterMedium",100,8.81003050270044
"2198","spatial","OCS","clusterStrong",1,9.93234146888525
"2199","spatial","OCS","clusterStrong",2,11.4647176592076
"2200","spatial","OCS","clusterStrong",3,8.5248914036894
"2201","spatial","OCS","clusterStrong",4,7.86741710407779
"2202","spatial","OCS","clusterStrong",5,8.57113407491997
"2203","spatial","OCS","clusterStrong",6,8.43177835892747
"2204","spatial","OCS","clusterStrong",7,11.8228145582342
"2205","spatial","OCS","clusterStrong",8,10.7586465409389
"2206","spatial","OCS","clusterStrong",9,8.47040459065305
"2207","spatial","OCS","clusterStrong",10,8.30070006573
"2208","spatial","OCS","clusterStrong",11,10.3820602560535
"2209","spatial","OCS","clusterStrong",12,7.60443194407798
"2210","spatial","OCS","clusterStrong",13,9.84428483896682
"2211","spatial","OCS","clusterStrong",14,11.0503688819966
"2212","spatial","OCS","clusterStrong",15,10.8128524754851
"2213","spatial","OCS","clusterStrong",16,10.6572783192826
"2214","spatial","OCS","clusterStrong",17,7.39091968614494
"2215","spatial","OCS","clusterStrong",18,8.93275989014299
"2216","spatial","OCS","clusterStrong",19,11.8734924734469
"2217","spatial","OCS","clusterStrong",20,9.74552502633733
"2218","spatial","OCS","clusterStrong",21,11.6878458346522
"2219","spatial","OCS","clusterStrong",22,11.0316047025137
"2220","spatial","OCS","clusterStrong",23,11.2926447367895
"2221","spatial","OCS","clusterStrong",24,8.97851473808624
"2222","spatial","OCS","clusterStrong",25,10.3137829379177
"2223","spatial","OCS","clusterStrong",26,10.4180779700394
"2224","spatial","OCS","clusterStrong",27,8.57033623017798
"2225","spatial","OCS","clusterStrong",28,7.42548622552589
"2226","spatial","OCS","clusterStrong",29,8.59065704548506
"2227","spatial","OCS","clusterStrong",30,8.27450149224386
"2228","spatial","OCS","clusterStrong",31,9.9838214162025
"2229","spatial","OCS","clusterStrong",32,9.5612232360549
"2230","spatial","OCS","clusterStrong",33,8.19485750575783
"2231","spatial","OCS","clusterStrong",34,10.6667255509029
"2232","spatial","OCS","clusterStrong",35,8.77847503856619
"2233","spatial","OCS","clusterStrong",36,8.28452957427933
"2234","spatial","OCS","clusterStrong",37,8.23701414187133
"2235","spatial","OCS","clusterStrong",38,8.92453646694186
"2236","spatial","OCS","clusterStrong",39,8.99536906262655
"2237","spatial","OCS","clusterStrong",40,8.98710833942788
"2238","spatial","OCS","clusterStrong",41,8.46947551345338
"2239","spatial","OCS","clusterStrong",42,8.31742317141222
"2240","spatial","OCS","clusterStrong",43,8.21295064534706
"2241","spatial","OCS","clusterStrong",44,7.66201626400478
"2242","spatial","OCS","clusterStrong",45,10.3488162441764
"2243","spatial","OCS","clusterStrong",46,10.1906272430422
"2244","spatial","OCS","clusterStrong",47,9.531920989774
"2245","spatial","OCS","clusterStrong",48,9.66402359389464
"2246","spatial","OCS","clusterStrong",49,8.64211765558255
"2247","spatial","OCS","clusterStrong",50,9.63611550541824
"2248","spatial","OCS","clusterStrong",51,10.5533081629551
"2249","spatial","OCS","clusterStrong",52,8.97933234919368
"2250","spatial","OCS","clusterStrong",53,8.82131763309695
"2251","spatial","OCS","clusterStrong",54,9.86482149513902
"2252","spatial","OCS","clusterStrong",55,11.0552174818483
"2253","spatial","OCS","clusterStrong",56,8.56170623244473
"2254","spatial","OCS","clusterStrong",57,8.70162841285131
"2255","spatial","OCS","clusterStrong",58,7.71665328381423
"2256","spatial","OCS","clusterStrong",59,7.26092747429225
"2257","spatial","OCS","clusterStrong",60,9.24108903552403
"2258","spatial","OCS","clusterStrong",61,9.73369350856412
"2259","spatial","OCS","clusterStrong",62,8.47838989628557
"2260","spatial","OCS","clusterStrong",63,10.659217353098
"2261","spatial","OCS","clusterStrong",64,9.87477181889539
"2262","spatial","OCS","clusterStrong",65,7.26900865313711
"2263","spatial","OCS","clusterStrong",66,8.89848001713197
"2264","spatial","OCS","clusterStrong",67,12.4270326775156
"2265","spatial","OCS","clusterStrong",68,8.79533404217452
"2266","spatial","OCS","clusterStrong",69,11.7104011348019
"2267","spatial","OCS","clusterStrong",70,8.84819448258907
"2268","spatial","OCS","clusterStrong",71,7.84140462383521
"2269","spatial","OCS","clusterStrong",72,10.8180798254635
"2270","spatial","OCS","clusterStrong",73,11.4837833484181
"2271","spatial","OCS","clusterStrong",74,10.6059069484273
"2272","spatial","OCS","clusterStrong",75,9.72346859963442
"2273","spatial","OCS","clusterStrong",76,11.4346114542908
"2274","spatial","OCS","clusterStrong",77,9.36011344120039
"2275","spatial","OCS","clusterStrong",78,8.59578464881922
"2276","spatial","OCS","clusterStrong",79,10.7919486384678
"2277","spatial","OCS","clusterStrong",80,8.94622388708421
"2278","spatial","OCS","clusterStrong",81,7.6378312482361
"2279","spatial","OCS","clusterStrong",82,7.30928572013406
"2280","spatial","OCS","clusterStrong",83,7.54083776678168
"2281","spatial","OCS","clusterStrong",84,10.1252885881007
"2282","spatial","OCS","clusterStrong",85,7.42407639065677
"2283","spatial","OCS","clusterStrong",86,7.99533654606948
"2284","spatial","OCS","clusterStrong",87,10.5412006202051
"2285","spatial","OCS","clusterStrong",88,9.64741202900729
"2286","spatial","OCS","clusterStrong",89,9.05627513920581
"2287","spatial","OCS","clusterStrong",90,11.5376725427759
"2288","spatial","OCS","clusterStrong",91,9.04232447470489
"2289","spatial","OCS","clusterStrong",92,8.28478182452257
"2290","spatial","OCS","clusterStrong",93,11.1148131201913
"2291","spatial","OCS","clusterStrong",94,8.31637148025699
"2292","spatial","OCS","clusterStrong",95,9.38911728993972
"2293","spatial","OCS","clusterStrong",96,8.83155678767147
"2294","spatial","OCS","clusterStrong",97,11.3076784037227
"2295","spatial","OCS","clusterStrong",98,9.89641749761758
"2296","spatial","OCS","clusterStrong",99,12.4743161271968
"2297","spatial","OCS","clusterStrong",100,8.02351754499512
"2298","spatial","OCS","regular",1,8.2771782043215
"2299","spatial","OCS","regular",2,8.77808342963909
"2300","spatial","OCS","regular",3,8.46281474276518
"2301","spatial","OCS","regular",4,8.37287911619697
"2302","spatial","OCS","regular",5,8.71103684920564
"2303","spatial","OCS","regular",6,7.86142897541824
"2304","spatial","OCS","regular",7,9.1419735385949
"2305","spatial","OCS","regular",8,8.93515730140297
"2306","spatial","OCS","regular",9,8.5303874134481
"2307","spatial","OCS","regular",10,8.80106577091122
"2308","spatial","OCS","regular",11,8.28031354414641
"2309","spatial","OCS","regular",12,9.75554878719727
"2310","spatial","OCS","regular",13,8.39600267838627
"2311","spatial","OCS","regular",14,8.78969243524721
"2312","spatial","OCS","regular",15,7.97227760263921
"2313","spatial","OCS","regular",16,8.34897621583008
"2314","spatial","OCS","regular",17,8.88559997618198
"2315","spatial","OCS","regular",18,8.33732242630422
"2316","spatial","OCS","regular",19,8.29460973044873
"2317","spatial","OCS","regular",20,8.53530822603837
"2318","spatial","OCS","regular",21,8.20556777082744
"2319","spatial","OCS","regular",22,8.41833939774096
"2320","spatial","OCS","regular",23,8.4721941030536
"2321","spatial","OCS","regular",24,8.67285136377809
"2322","spatial","OCS","regular",25,8.50271704276922
"2323","spatial","OCS","regular",26,8.19353669714467
"2324","spatial","OCS","regular",27,8.27916370880527
"2325","spatial","OCS","regular",28,8.58297254780004
"2326","spatial","OCS","regular",29,8.14569590781293
"2327","spatial","OCS","regular",30,8.42250062868662
"2328","spatial","OCS","regular",31,8.60991706267488
"2329","spatial","OCS","regular",32,9.52118425441211
"2330","spatial","OCS","regular",33,8.16481753884362
"2331","spatial","OCS","regular",34,8.34152795207576
"2332","spatial","OCS","regular",35,8.54176205109069
"2333","spatial","OCS","regular",36,8.12127678696158
"2334","spatial","OCS","regular",37,8.21824808102193
"2335","spatial","OCS","regular",38,8.1787037644061
"2336","spatial","OCS","regular",39,8.17761374439593
"2337","spatial","OCS","regular",40,8.65094654601759
"2338","spatial","OCS","regular",41,9.02873677468713
"2339","spatial","OCS","regular",42,8.89108428601951
"2340","spatial","OCS","regular",43,7.85077386613456
"2341","spatial","OCS","regular",44,8.18732643791339
"2342","spatial","OCS","regular",45,8.52810798414553
"2343","spatial","OCS","regular",46,8.48424748141385
"2344","spatial","OCS","regular",47,8.71346581663108
"2345","spatial","OCS","regular",48,8.38344112504016
"2346","spatial","OCS","regular",49,7.75016886001726
"2347","spatial","OCS","regular",50,8.29619181420674
"2348","spatial","OCS","regular",51,9.06663453600865
"2349","spatial","OCS","regular",52,8.44766834664348
"2350","spatial","OCS","regular",53,8.77468438437526
"2351","spatial","OCS","regular",54,7.88587261775745
"2352","spatial","OCS","regular",55,8.39626566748534
"2353","spatial","OCS","regular",56,8.55231243462278
"2354","spatial","OCS","regular",57,8.12738973699003
"2355","spatial","OCS","regular",58,8.51272297319247
"2356","spatial","OCS","regular",59,8.61598055208482
"2357","spatial","OCS","regular",60,8.12322206023791
"2358","spatial","OCS","regular",61,8.12105339188324
"2359","spatial","OCS","regular",62,8.74766672033381
"2360","spatial","OCS","regular",63,8.42904793583094
"2361","spatial","OCS","regular",64,8.60461543690156
"2362","spatial","OCS","regular",65,8.69736427249828
"2363","spatial","OCS","regular",66,8.35596076254798
"2364","spatial","OCS","regular",67,8.45525839875277
"2365","spatial","OCS","regular",68,8.46697094662372
"2366","spatial","OCS","regular",69,8.72960197631105
"2367","spatial","OCS","regular",70,8.66256920167434
"2368","spatial","OCS","regular",71,7.84864030161141
"2369","spatial","OCS","regular",72,8.11115490892323
"2370","spatial","OCS","regular",73,8.45620449235154
"2371","spatial","OCS","regular",74,9.76971710210456
"2372","spatial","OCS","regular",75,7.75357219581792
"2373","spatial","OCS","regular",76,8.7533777042955
"2374","spatial","OCS","regular",77,7.99626426434637
"2375","spatial","OCS","regular",78,8.48034572359789
"2376","spatial","OCS","regular",79,8.61698883879774
"2377","spatial","OCS","regular",80,8.19489393992027
"2378","spatial","OCS","regular",81,9.556270071225
"2379","spatial","OCS","regular",82,8.79652925731914
"2380","spatial","OCS","regular",83,8.26430450839217
"2381","spatial","OCS","regular",84,8.04817952570458
"2382","spatial","OCS","regular",85,8.73698702069153
"2383","spatial","OCS","regular",86,8.47098821864484
"2384","spatial","OCS","regular",87,8.2243875034525
"2385","spatial","OCS","regular",88,8.22528147322842
"2386","spatial","OCS","regular",89,8.36420788329958
"2387","spatial","OCS","regular",90,8.53403505773887
"2388","spatial","OCS","regular",91,7.65485879534197
"2389","spatial","OCS","regular",92,8.80471891839335
"2390","spatial","OCS","regular",93,7.72734904274896
"2391","spatial","OCS","regular",94,8.58928079932641
"2392","spatial","OCS","regular",95,8.98607076615651
"2393","spatial","OCS","regular",96,8.41094454916987
"2394","spatial","OCS","regular",97,8.60606684581021
"2395","spatial","OCS","regular",98,9.34764455368723
"2396","spatial","OCS","regular",99,7.79925849923718
"2397","spatial","OCS","regular",100,8.22450184109074
"2398","spatial","OCS","simpleRandom",1,8.20830378467926
"2399","spatial","OCS","simpleRandom",2,8.64908749546849
"2400","spatial","OCS","simpleRandom",3,8.02636346575141
"2401","spatial","OCS","simpleRandom",4,8.46650459819277
"2402","spatial","OCS","simpleRandom",5,8.70795860035704
"2403","spatial","OCS","simpleRandom",6,7.63724941807878
"2404","spatial","OCS","simpleRandom",7,8.3539663672232
"2405","spatial","OCS","simpleRandom",8,8.68269254224502
"2406","spatial","OCS","simpleRandom",9,7.80868292960173
"2407","spatial","OCS","simpleRandom",10,8.50540733432538
"2408","spatial","OCS","simpleRandom",11,8.85758885938735
"2409","spatial","OCS","simpleRandom",12,8.10573727001361
"2410","spatial","OCS","simpleRandom",13,8.47682261266714
"2411","spatial","OCS","simpleRandom",14,8.60750152642647
"2412","spatial","OCS","simpleRandom",15,8.64719890336974
"2413","spatial","OCS","simpleRandom",16,8.23988515500176
"2414","spatial","OCS","simpleRandom",17,8.81021759953304
"2415","spatial","OCS","simpleRandom",18,9.14356288478894
"2416","spatial","OCS","simpleRandom",19,8.25718283837231
"2417","spatial","OCS","simpleRandom",20,7.68851030828541
"2418","spatial","OCS","simpleRandom",21,8.77396109881047
"2419","spatial","OCS","simpleRandom",22,8.3102301845042
"2420","spatial","OCS","simpleRandom",23,8.16591165860924
"2421","spatial","OCS","simpleRandom",24,9.02816327015658
"2422","spatial","OCS","simpleRandom",25,8.17965643809286
"2423","spatial","OCS","simpleRandom",26,8.81326503126437
"2424","spatial","OCS","simpleRandom",27,8.55479839991781
"2425","spatial","OCS","simpleRandom",28,9.44479138389467
"2426","spatial","OCS","simpleRandom",29,8.54973403812934
"2427","spatial","OCS","simpleRandom",30,8.93802060499005
"2428","spatial","OCS","simpleRandom",31,9.19139774952115
"2429","spatial","OCS","simpleRandom",32,8.22492183748428
"2430","spatial","OCS","simpleRandom",33,7.97755152419162
"2431","spatial","OCS","simpleRandom",34,8.06288492590439
"2432","spatial","OCS","simpleRandom",35,7.93085626514517
"2433","spatial","OCS","simpleRandom",36,8.5548623092409
"2434","spatial","OCS","simpleRandom",37,7.80178365341495
"2435","spatial","OCS","simpleRandom",38,8.57453361418554
"2436","spatial","OCS","simpleRandom",39,7.98022467774848
"2437","spatial","OCS","simpleRandom",40,8.35489243263844
"2438","spatial","OCS","simpleRandom",41,8.92042680209667
"2439","spatial","OCS","simpleRandom",42,8.38436610529188
"2440","spatial","OCS","simpleRandom",43,8.97292164630777
"2441","spatial","OCS","simpleRandom",44,8.62328403546876
"2442","spatial","OCS","simpleRandom",45,8.98365539481518
"2443","spatial","OCS","simpleRandom",46,8.49130964760413
"2444","spatial","OCS","simpleRandom",47,8.41921878105811
"2445","spatial","OCS","simpleRandom",48,8.22497912818123
"2446","spatial","OCS","simpleRandom",49,7.8929286058774
"2447","spatial","OCS","simpleRandom",50,8.42092758248909
"2448","spatial","OCS","simpleRandom",51,9.07925838880442
"2449","spatial","OCS","simpleRandom",52,8.66848298089518
"2450","spatial","OCS","simpleRandom",53,8.79722341878431
"2451","spatial","OCS","simpleRandom",54,8.30639458264871
"2452","spatial","OCS","simpleRandom",55,8.8075826464019
"2453","spatial","OCS","simpleRandom",56,8.45484094226975
"2454","spatial","OCS","simpleRandom",57,8.48586360349597
"2455","spatial","OCS","simpleRandom",58,8.53445388052506
"2456","spatial","OCS","simpleRandom",59,8.50723000872274
"2457","spatial","OCS","simpleRandom",60,8.18863845829128
"2458","spatial","OCS","simpleRandom",61,8.14827308919054
"2459","spatial","OCS","simpleRandom",62,8.73402325825329
"2460","spatial","OCS","simpleRandom",63,8.90585127134494
"2461","spatial","OCS","simpleRandom",64,8.4113101612652
"2462","spatial","OCS","simpleRandom",65,8.64043820195784
"2463","spatial","OCS","simpleRandom",66,8.10303644681036
"2464","spatial","OCS","simpleRandom",67,8.17999132798311
"2465","spatial","OCS","simpleRandom",68,9.02385898684838
"2466","spatial","OCS","simpleRandom",69,8.42876789405123
"2467","spatial","OCS","simpleRandom",70,8.10676707143657
"2468","spatial","OCS","simpleRandom",71,8.19311104587031
"2469","spatial","OCS","simpleRandom",72,9.11024221000843
"2470","spatial","OCS","simpleRandom",73,9.05499265737615
"2471","spatial","OCS","simpleRandom",74,8.32941352076581
"2472","spatial","OCS","simpleRandom",75,8.16727950676814
"2473","spatial","OCS","simpleRandom",76,8.61966297741101
"2474","spatial","OCS","simpleRandom",77,8.30715557684009
"2475","spatial","OCS","simpleRandom",78,8.4919431812492
"2476","spatial","OCS","simpleRandom",79,9.65232317463706
"2477","spatial","OCS","simpleRandom",80,8.97633620338446
"2478","spatial","OCS","simpleRandom",81,8.49145510510415
"2479","spatial","OCS","simpleRandom",82,8.24866723830254
"2480","spatial","OCS","simpleRandom",83,8.16459742591101
"2481","spatial","OCS","simpleRandom",84,8.17278926345626
"2482","spatial","OCS","simpleRandom",85,7.98825211526567
"2483","spatial","OCS","simpleRandom",86,8.38466530834756
"2484","spatial","OCS","simpleRandom",87,8.4371819128489
"2485","spatial","OCS","simpleRandom",88,8.50029242241693
"2486","spatial","OCS","simpleRandom",89,9.36242557923121
"2487","spatial","OCS","simpleRandom",90,8.98242372885494
"2488","spatial","OCS","simpleRandom",91,9.34587822773204
"2489","spatial","OCS","simpleRandom",92,8.39358818412289
"2490","spatial","OCS","simpleRandom",93,8.34246941827907
"2491","spatial","OCS","simpleRandom",94,8.18624528927796
"2492","spatial","OCS","simpleRandom",95,8.89982728011293
"2493","spatial","OCS","simpleRandom",96,7.97050217636052
"2494","spatial","OCS","simpleRandom",97,9.23081121908624
"2495","spatial","OCS","simpleRandom",98,8.59926196691472
"2496","spatial","OCS","simpleRandom",99,8.57596635011989
"2497","spatial","OCS","simpleRandom",100,8.94572117223908
"2498","intensity","AGB","clusterGapped",1,26.1958288585854
"2499","intensity","AGB","clusterGapped",2,25.8416775633992
"2500","intensity","AGB","clusterGapped",3,25.3043928941481
"2501","intensity","AGB","clusterGapped",4,23.2029874947846
"2502","intensity","AGB","clusterGapped",5,25.3903600265016
"2503","intensity","AGB","clusterGapped",6,27.0914468905307
"2504","intensity","AGB","clusterGapped",7,22.0336398470731
"2505","intensity","AGB","clusterGapped",8,24.4681269931573
"2506","intensity","AGB","clusterGapped",9,24.2005701842666
"2507","intensity","AGB","clusterGapped",10,25.2970433308085
"2508","intensity","AGB","clusterGapped",11,24.371021075637
"2509","intensity","AGB","clusterGapped",12,24.2579241371797
"2510","intensity","AGB","clusterGapped",13,23.2926628783965
"2511","intensity","AGB","clusterGapped",14,27.7548909394366
"2512","intensity","AGB","clusterGapped",15,27.3529137265773
"2513","intensity","AGB","clusterGapped",16,25.7904358953521
"2514","intensity","AGB","clusterGapped",17,25.6015092051355
"2515","intensity","AGB","clusterGapped",18,25.7777415762255
"2516","intensity","AGB","clusterGapped",19,27.8907317038717
"2517","intensity","AGB","clusterGapped",20,27.2975620984652
"2518","intensity","AGB","clusterGapped",21,27.583321135474
"2519","intensity","AGB","clusterGapped",22,24.1475274691613
"2520","intensity","AGB","clusterGapped",23,26.7434932052161
"2521","intensity","AGB","clusterGapped",24,30.9722561450125
"2522","intensity","AGB","clusterGapped",25,29.0118879834182
"2523","intensity","AGB","clusterGapped",26,25.9475464447034
"2524","intensity","AGB","clusterGapped",27,25.692657905616
"2525","intensity","AGB","clusterGapped",28,30.7664248691877
"2526","intensity","AGB","clusterGapped",29,24.2270069342258
"2527","intensity","AGB","clusterGapped",30,27.146273425134
"2528","intensity","AGB","clusterGapped",31,25.0825086966053
"2529","intensity","AGB","clusterGapped",32,28.6606054710385
