"","run","variate","smpl","xy_as_predictor","xy_imp","n_sel_vars","inAOA_ffs","inAOA","AOA_gains_ffs","RMSE_gains_ffs","RMSE_diff_ffs","RMSE_diff_ffs_aoa","RMSE_diff","RMSE_diff_aoa"
"1",5,"AGB","simpleRandom","0",0,3,99.1325539590044,94.203907243205,4.92864671579946,-10.6912588885351,-48.4928474580838,-48.3197310245145,9.92355743026958,25.5983958230933
