"","run","variate","smpl","xy_as_predictor","xy_imp","n_sel_vars","inAOA_ffs","inAOA","AOA_gains_ffs","RMSE_gains_ffs","RMSE_diff_ffs","RMSE_diff_ffs_aoa","RMSE_diff","RMSE_diff_aoa"
"1",3,"AGB","clusterMedium","0",0,2,83.2694589105825,83.5575545935856,-0.288095683003064,10.6207252324561,-67.7557341405375,-56.3660362735149,-21.6908174697632,7.39060181414993
