"","run","variate","smpl","xy_as_predictor","xy_imp","n_sel_vars","inAOA_ffs","inAOA","AOA_gains_ffs","RMSE_gains_ffs","RMSE_diff_ffs","RMSE_diff_ffs_aoa","RMSE_diff","RMSE_diff_aoa"
"1",4,"AGB","clusterMedium","1",0,4,89.3936069634872,93.451585909464,-4.05797894597679,37.9282795393352,13.322542977614,29.2379483445234,-3.52595792654875,3.69634610521663
