"","run","variate","smpl","xy_as_predictor","xy_imp","n_sel_vars","inAOA_ffs","inAOA","AOA_gains_ffs","RMSE_gains_ffs","RMSE_diff_ffs","RMSE_diff_ffs_aoa","RMSE_diff","RMSE_diff_aoa"
"1",5,"AGB","regular","1",0,4,71.2696316803562,97.7148742376209,-26.4452425572647,15.3484210330845,-41.4348058866383,-25.7423775463668,5.09624800629339,7.82687706316952
