"","run","variate","smpl","xy_as_predictor","xy_imp","n_sel_vars","inAOA_ffs","inAOA","AOA_gains_ffs","RMSE_gains_ffs","RMSE_diff_ffs","RMSE_diff_ffs_aoa","RMSE_diff","RMSE_diff_aoa"
"1",5,"OCS","regular","0",0,2,98.7573749695826,92.7080715109297,6.0493034586529,8.41845094562879,20.2618087660128,24.0438658007027,30.1597857720991,44.649478354362
